id;name;surname;gender;date_of_birth;year;hogsmeade_consent;house_id;dormitory_id
1999;Petra;Wilk;F;2011-07-18;3;1;1;31
2000;Charle;Wright;F;2013-02-24;1;0;2;45
2001;Barbara;Draper;F;2010-11-11;4;1;2;71
2002;Samson;Kirkland;M;2012-07-13;2;0;1;52
2003;Lawton;Haigh;M;2008-08-02;6;1;2;96
2004;Elgar;Denton;M;2009-12-29;5;0;2;70
2005;Kasey;Burrows;F;2013-09-19;1;0;3;113
2006;Tara;Hayward;F;2013-09-02;1;0;1;23
2007;Talitha;Milliman;F;2008-01-26;6;1;0;103
2008;Robbie;Alabaster;M;2010-07-20;4;1;3;60
2009;Eileen;Roberts;F;2010-06-30;4;1;1;27
2010;Sylvester;Holderness;M;2012-10-23;2;0;0;82
2011;Melina;Pryde;F;2011-09-18;3;1;1;83
2012;Conway;Caple;M;2008-01-01;6;1;3;58
2013;Marcie;Britton;F;2011-07-18;3;1;0;3
2014;Bridger;Clowney;M;2009-01-11;5;1;2;98
2015;Lee;Coleman;F;2013-03-14;1;0;3;69
2016;Maxine;Harrington;F;2010-09-06;4;0;2;107
2017;Geordie;Trippier;M;2007-01-11;7;1;0;98
2018;Darlene;Sutton;F;2012-08-13;2;0;2;65
2019;Arliss;Beardsworth;M;2010-05-27;4;1;0;94
2020;Katey;Knight;F;2009-01-17;5;1;3;21
2021;Jared;Day;M;2010-10-09;4;1;0;40
2022;Erika;Whitesides;F;2010-06-29;4;1;3;109
2023;Ian;Redish;M;2013-04-22;1;0;2;94
2024;Denis;Copeland;M;2008-12-05;6;1;3;56
2025;Fiona;Brazier;F;2011-07-16;3;1;3;9
2026;Jonni;Lobell;M;2013-09-01;1;0;1;34
2027;Wallace;Dunlop;M;2007-08-23;7;1;3;124
2028;Ephrem;Marris;M;2008-02-08;6;1;3;52
2029;Brian;Pilkington;M;2013-12-18;1;0;0;2
2030;Maurice;Shovelton;M;2011-02-13;3;0;2;104
2031;Simon;Tee;M;2012-01-25;2;0;1;18
2032;Bardil;Biggins;M;2011-07-27;3;1;0;114
2033;Will;Wrinch;M;2009-04-25;5;1;1;2
2034;Jodie;Abarough;M;2008-06-02;6;1;2;98
2035;Emmanuel;Palmer;M;2013-08-04;1;0;1;104
2036;Elon;Streater;M;2007-04-16;7;1;3;6
2037;Alanna;Lum;F;2010-05-17;4;1;3;99
2038;Wesley;White;M;2007-10-29;7;0;2;70
2039;Rowland;New;M;2013-10-03;1;0;2;86
2040;Brian;Bale;M;2010-03-01;4;1;0;104
2041;Azalea;Pitzen;F;2012-07-20;2;0;3;93
2042;Herschel;Carden;M;2007-12-02;7;1;3;26
2043;Donna;Assheton;F;2013-05-28;1;0;3;15
2044;Edburga;McCawley;F;2011-04-22;3;1;1;51
2045;Sydney;Harp;F;2008-05-16;6;1;0;33
2046;Jean;Gunton;F;2012-11-21;2;0;2;113
2047;Pansy;Kovachik;F;2012-08-18;2;0;0;37
2048;Mary;Shrubb;F;2008-09-22;6;1;2;101
2049;Lavender;Adin;F;2007-03-13;7;1;2;3
2050;Georgie;Carnell;F;2011-11-14;3;1;0;41
2051;Amadeus;Doyle;M;2012-09-23;2;0;2;76
2052;Pansy;Ebanks;F;2010-08-13;4;1;2;71
2053;Rose;Carpenter;F;2011-03-29;3;1;2;45
2054;Anna;Bacon;F;2012-07-29;2;0;3;61
2055;Kent;Lamb;M;2007-04-28;7;1;3;94
2056;Bo;Reeve;M;2010-07-15;4;1;1;2
2057;Dom;Horne;M;2013-10-12;1;0;1;84
2058;Bobbi;Bagnall-Oakeley;F;2009-11-21;5;1;1;1
2059;Haley;Earnshaw;F;2007-04-11;7;1;1;35
2060;Bruno;Kellogg;M;2008-10-16;6;1;0;10
2061;Dwight;Crook;M;2011-04-20;3;1;3;66
2062;Sam;Crosfield;M;2012-08-01;2;0;0;0
2063;Lauryn;Wilk;F;2008-04-30;6;1;2;101
2064;Nolan;Goodgame;M;2007-05-17;7;1;3;108
2065;Nolan;Muggeridge;M;2011-07-15;3;1;2;34
2066;Sky;Medford;M;2013-04-10;1;0;0;100
2067;Fancy;Loughton;F;2009-10-09;5;1;2;115
2068;Caleb;Cassidy;M;2013-06-06;1;0;0;46
2069;Jamie;Shalders;M;2009-10-28;5;1;2;6
2070;Thomasina;Livingston;F;2010-03-22;4;1;2;111
2071;Jessica;Knickerbocker;F;2009-11-12;5;1;3;65
2072;Deanna;Howe;F;2008-12-18;6;1;3;79
2073;Roman;Foat;M;2007-11-29;7;1;2;42
2074;Charlie;Wheelwright;F;2009-06-02;5;1;1;47
2075;Elora;Harold;F;2007-03-22;7;0;3;53
2076;Linda;Huxtable;F;2012-01-04;2;0;1;43
2077;Nadia;Boydell;F;2011-05-16;3;1;2;9
2078;Noah;Tewksbury;M;2009-09-18;5;1;0;90
2079;Paulina;Aizer;F;2008-03-30;6;0;3;53
2080;Maxine;Winterburn;F;2011-08-14;3;1;0;57
2081;Timmy;Rood;M;2007-10-25;7;1;2;90
2082;Sid;Horne;M;2008-10-07;6;1;1;18
2083;Charly;Jeffries;F;2013-08-13;1;0;3;55
2084;Clare;Crossley;F;2013-11-18;1;0;2;39
2085;Philip;Pye;M;2008-05-30;6;1;3;12
2086;Jackson;Collingwood;M;2011-07-25;3;1;1;110
2087;Albina;Bestall;F;2009-08-12;5;1;2;5
2088;Lance;Hackett;M;2008-03-26;6;1;3;122
2089;Noah;Burnham;M;2007-07-07;7;1;3;112
2090;Averil;Austin;F;2009-05-16;5;1;0;1
2091;Willard;Metcalfe;M;2010-05-04;4;1;2;8
2092;Abby;Ramsay;F;2013-05-04;1;0;2;53
2093;Ashley;Thomas;M;2012-01-01;2;0;0;112
2094;Bradley;Gerard;M;2013-07-16;1;0;3;124
2095;Maud;Ecclestone;F;2007-04-09;7;0;3;75
2096;Maxwell;Wickwar;M;2013-03-26;1;0;3;88
2097;Maureen;Duckworth;F;2011-04-05;3;1;1;11
2098;Walker;Warne;M;2008-10-21;6;1;2;30
2099;Chandler;Topping;M;2010-05-14;4;1;2;10
2100;Carry;Honeyball;F;2013-11-30;1;0;3;83
2101;Talitha;Colwell;F;2008-03-07;6;1;2;101
2102;Courtney;Gerard;F;2012-02-12;2;0;1;57
2103;Joanne;Skippon;F;2009-12-18;5;1;0;39
2104;Myles;Kenyon;M;2007-10-23;7;1;3;62
2105;Irene;Stockwell;F;2011-08-03;3;1;0;57
2106;Joey;Heylyn;F;2011-12-05;3;1;1;85
2107;Frank;Bloomfield;M;2008-04-16;6;1;1;26
2108;Bernard;Murnan;M;2013-01-04;1;0;3;68
2109;Kurt;Bonniwell;M;2009-01-22;5;0;1;72
2110;Carol Anne;Staniford;F;2009-05-24;5;1;0;69
2111;Frederick;Graves;M;2007-10-24;7;1;0;108
2112;Aldred;Hovenden;M;2008-04-05;6;1;3;72
2113;Jaime;Barratt;M;2009-01-27;5;1;2;6
2114;Kristin;Jessop;F;2007-09-20;7;1;3;45
2115;Randi;Habington;M;2010-12-18;4;1;1;18
2116;Riley;Lovely;M;2013-04-02;1;0;1;112
2117;Jonathan;Jeffrey;M;2010-12-17;4;1;1;18
2118;Charly;Childress;F;2009-09-02;5;1;3;17
2119;Cliff;Wheeler;M;2010-05-22;4;1;2;52
2120;Isaac;Welden;M;2012-12-06;2;0;1;6
2121;Brenda;Bampfylde;F;2012-03-10;2;0;0;3
2122;Chazz;Dick;M;2009-10-04;5;1;1;124
2123;Isla;Burwick;F;2011-07-18;3;1;0;87
2124;Odin;Madden;M;2009-07-10;5;1;1;106
2125;Evander;Quintrell;M;2008-06-15;6;1;1;2
2126;Lorena;Gowland;F;2012-09-11;2;0;3;23
2127;Harvey;Evelyn;M;2007-10-11;7;1;2;98
2128;Leonard;Merritt;M;2013-10-26;1;0;2;22
2129;Levi;Birtwistle;M;2013-06-17;1;0;3;70
2130;Jesse;Dunavant;M;2010-06-29;4;1;3;34
2131;Colleen;Chapman;F;2011-08-22;3;1;3;27
2132;Alistair;Beach;M;2007-12-21;7;1;2;38
2133;Micah;Mills;F;2010-05-25;4;1;1;93
2134;Walter;Hopkinson;M;2009-07-07;5;1;3;12
2135;Bianca;Pulleine;F;2011-08-07;3;1;3;53
2136;Elton;Beckwith;M;2009-01-03;5;1;1;48
2137;Zach;MacCloud;M;2010-02-08;4;1;2;98
2138;Kenny;Clarke;M;2008-04-26;6;1;3;62
2139;Rowland;Camden;M;2010-03-17;4;1;2;110
2140;Risa;Watkins;F;2012-04-17;2;0;1;17
2141;Adam;Manville;M;2012-02-04;2;0;3;108
2142;Phillipps;Zigler;M;2011-01-03;3;0;0;96
2143;Primrose;Singer;F;2012-03-06;2;0;1;7
2144;Jody;Hopton;F;2011-10-31;3;1;2;31
2145;Olivia;Frampton;F;2007-11-01;7;1;2;61
2146;Mary;Shuttleworth;F;2007-11-12;7;1;1;27
2147;Ollie;Curthoys;M;2009-11-14;5;1;0;124
2148;Erika;Hudspeth;F;2013-02-23;1;0;2;47
2149;Merle;Trenholm;M;2011-01-26;3;1;3;96
2150;Bo;Reason;M;2008-02-21;6;1;3;88
2151;Reba;Whitehead;F;2012-09-14;2;0;2;97
2152;Malachi;Dunne;M;2011-10-01;3;1;0;12
2153;Lorraine;Wilbur;F;2010-07-02;4;1;0;7
2154;Kane;Tinsley;M;2010-12-12;4;1;0;106
2155;Wilfred;Edmonds;M;2012-09-22;2;0;3;18
2156;Bettina;Pun;F;2013-11-27;1;0;1;23
2157;Rathbone;Curren;M;2007-02-15;7;1;3;80
2158;Cindy;Albinson;F;2008-10-27;6;1;0;7
2159;Shane;Getson;M;2007-11-16;7;1;3;120
2160;Bob;Stanbury;M;2009-01-24;5;1;0;82
2161;Lorraine;Alden;F;2013-11-14;1;0;1;95
2162;Timmy;Dennis;M;2012-10-30;2;0;2;60
2163;Naila;Redmayne;F;2011-11-10;3;1;3;83
2164;Grace;Busby;F;2008-01-12;6;1;0;85
2165;Evelyn;Head;F;2011-07-18;3;0;0;113
2166;Rebecca;Slater;F;2008-11-27;6;1;2;13
2167;Wallace;Middleton;M;2010-01-18;4;1;3;58
2168;Alma;Chalkley;F;2013-02-16;1;0;2;89
2169;Lindsay;Sinclair;F;2010-01-31;4;1;3;17
2170;Gavin;Hurndall;M;2011-08-27;3;1;1;30
2171;Moe;Bradley;M;2013-01-13;1;0;2;116
2172;Leon;Butterfill;M;2011-06-06;3;1;3;24
2173;Stan;Holloway;M;2011-01-07;3;1;2;58
2174;Winnie;Jenson;F;2008-08-18;6;1;0;67
2175;Wanda;Kovacec;F;2013-05-31;1;0;1;105
2176;Bert;Jenson;M;2008-03-28;6;1;0;110
2177;Blanche;Rickaby;F;2008-11-20;6;1;2;19
2178;Frances;Kington;F;2008-07-01;6;1;2;3
2179;Carlie;Thimelby;M;2008-11-15;6;1;2;32
2180;Rendell;Kovac;M;2009-09-13;5;1;2;20
2181;Wade;Bryan;M;2012-05-12;2;0;0;68
2182;Domenic;Hoggan;M;2009-05-06;5;1;2;48
2183;Montie;Lennon;M;2008-06-28;6;1;1;42
2184;Jayne;Clarke;F;2010-01-05;4;1;1;35
2185;Alex;Sweetman;F;2013-08-30;1;0;0;125
2186;Willard;Shankland;M;2007-02-14;7;1;1;96
2187;Carole;Rencher;F;2012-08-04;2;0;1;71
2188;Wilfred;Pryde;M;2010-04-12;4;1;3;12
2189;Melvin;Betts;M;2007-10-07;7;1;3;46
2190;Odette;Ticknor;F;2013-02-17;1;0;3;121
2191;Zachary;Hunt;M;2008-08-17;6;1;2;112
2192;Domenic;Lawrence;M;2008-06-08;6;1;3;122
2193;Hank;Pollard;M;2010-06-19;4;1;2;64
2194;Amy;Rakestraw;F;2009-10-11;5;1;1;123
2195;Vic;Moss;M;2013-04-10;1;0;0;56
2196;Christian;Ashdown;M;2009-04-23;5;1;0;36
2197;Drake;Hewitt;M;2011-04-25;3;1;2;28
2198;Sarina;Hancock;F;2011-12-16;3;1;0;47
2199;Elisha;Crittenden;M;2012-03-29;2;0;3;24
2200;Bill;Every;M;2009-10-28;5;1;2;94
2201;Dane;Peyton;M;2007-05-08;7;1;3;74
2202;Mel;Spicer;F;2008-01-14;6;1;0;69
2203;Josie;Froomkin;F;2009-04-28;5;1;0;63
2204;Charlee;MacCauley;M;2010-02-02;4;1;3;76
2205;Eleanor;Robb;F;2013-11-04;1;0;0;87
2206;Reuben;Hawks;M;2012-07-24;2;0;1;52
2207;Allyson;Kington;F;2009-06-10;5;0;2;27
2208;Claudia;Bostick;F;2011-07-10;3;1;2;21
2209;Gorden;Lind;M;2011-06-11;3;1;0;6
2210;Ralph;Nelmes;M;2008-09-18;6;1;0;122
2211;Kirby;Kinsey;M;2011-05-31;3;1;3;70
2212;Lavender;Corbett;F;2008-05-02;6;1;0;111
2213;Dexter;Thorn;M;2008-09-03;6;1;3;114
2214;Elisha;Greig;M;2007-12-17;7;1;3;18
2215;Cade;Dowdeswell;M;2013-01-13;1;0;2;76
2216;Carolyn;Cobb;F;2013-05-08;1;0;1;7
2217;Mitch;Reeves;M;2008-12-12;6;1;3;12
2218;Wesley;Kaye;M;2011-09-22;3;1;1;10
2219;Isidore;Lang;M;2010-08-29;4;1;3;90
2220;Stewart;Sydney;M;2012-08-27;2;0;2;40
2221;Eden;Brock;F;2007-06-21;7;1;2;31
2222;Sam;Runcie;F;2007-03-21;7;1;1;21
2223;Becca;Hudnall;F;2012-04-13;2;0;1;83
2224;Jodi;Snowden;F;2007-03-30;7;1;1;49
2225;Mainard;Paterson;M;2009-02-17;5;1;0;76
2226;Rogers;Bayles;M;2011-10-11;3;1;0;98
2227;Sam;Mursell;M;2012-06-24;2;0;0;118
2228;Amy;Midgley;F;2010-10-15;4;1;0;33
2229;Colton;Wixom;M;2008-12-31;6;1;0;108
2230;Emmanuel;Shalders;M;2012-06-14;2;0;1;44
2231;Bruno;Horrocks;M;2008-06-22;6;1;1;126
2232;Jeb;Stevens;M;2010-01-01;4;1;1;2
2233;Greg;Tibbett;M;2011-01-15;3;1;3;114
2234;Sharla;Reed;F;2013-11-14;1;0;0;5
2235;Mary;Acres;F;2010-03-16;4;1;3;31
2236;Millie;Spencer-Nairn;F;2012-09-08;2;0;2;9
2237;Mikee;Klayman;M;2007-12-10;7;1;1;116
2238;Sorrel;Cairns;F;2008-11-08;6;1;3;47
2239;Sylvia;Little;F;2013-02-12;1;0;1;111
2240;Rex;Kemp;M;2007-11-23;7;1;2;46
2241;Carole;Lane;F;2010-04-15;4;1;0;19
2242;Galton;Whiteway;M;2010-11-14;4;1;3;100
2243;Sawyer;Marnham;M;2009-12-03;5;1;3;16
2244;Sigmund;Barlow;M;2012-07-06;2;0;1;62
2245;June;Blackett-Ord;F;2013-08-10;1;0;2;29
2246;Warren;Weaving;M;2009-12-24;5;1;0;54
2247;Gloria;Graeme;F;2013-06-29;1;0;1;119
2248;Danielle;Owens;F;2012-05-27;2;0;3;45
2249;Darla;Driver;F;2013-03-01;1;0;0;95
2250;Cletus;Russell;M;2011-08-15;3;1;0;72
2251;Neil;Martin;M;2009-04-17;5;1;0;34
2252;Caleb;Logan;M;2013-12-01;1;0;3;94
2253;Wayne;Kendle;M;2009-07-16;5;1;1;46
2254;Kenneth;Giffey;M;2007-07-03;7;1;0;102
2255;Ruby;Ranford;F;2011-11-08;3;1;0;89
2256;Andrea;Gray;F;2013-05-24;1;0;3;47
2257;Sibyl;Jean;F;2008-08-11;6;1;2;69
2258;Kelly;Spiering;M;2008-12-07;6;1;0;4
2259;Chloe;Meriweather;F;2008-04-27;6;1;3;37
2260;Lara;Isler;F;2011-03-16;3;1;1;67
2261;Evan;Beeching;M;2009-04-12;5;1;2;100
2262;Simone;Boothe;F;2011-05-23;3;1;1;97
2263;Will;Harman;M;2007-11-19;7;1;1;40
2264;Terry;Chamberlayne;M;2010-02-03;4;1;1;92
2265;Merle;Deeks;F;2013-04-08;1;0;3;29
2266;Lewis;Bellingham;M;2012-09-19;2;0;2;104
2267;Damian;Ford;M;2008-07-08;6;1;0;98
2268;Scarlett;Pilkington;F;2011-03-30;3;1;2;7
2269;Horace;Kidd;M;2007-05-05;7;1;2;56
2270;Wilmon;Kovachec;M;2008-04-11;6;1;0;104
2271;Jackson;Crossley;M;2013-12-25;1;0;2;28
2272;Quentin;O'Reilly;M;2008-06-04;6;1;2;20
2273;Tabitha;Harper;F;2012-03-18;2;0;0;15
2274;Rosalyn;Underwood;F;2009-02-27;5;1;2;123
2275;Ernie;Rock;M;2007-05-27;7;1;1;66
2276;Zeph;Hawke;M;2008-06-27;6;1;2;40
2277;Gord;Kerk;M;2012-09-24;2;0;1;110
2278;Marquise;Merritt;M;2008-01-23;6;1;3;54
2279;Bubba;Austen;M;2013-12-26;1;0;3;80
2280;Marquise;Tinnin;M;2008-10-09;6;1;0;34
2281;Leslie;Teresi;M;2008-11-04;6;1;3;86
2282;Ivy;Saxby;F;2008-10-27;6;1;0;123
2283;Frederica;Gemmell;F;2013-04-06;1;0;2;87
2284;Emmett;Minogue;M;2011-07-09;3;1;3;124
2285;Shane;Hathaway;M;2012-06-21;2;0;3;108
2286;Charl;Perkins;M;2012-03-20;2;0;3;30
2287;Blair;Marr;M;2010-11-10;4;1;3;114
2288;Elektra;Aston;F;2011-11-29;3;1;1;103
2289;Miriam;Addams;F;2012-09-11;2;0;2;3
2290;Sharon;Ainscow;F;2013-04-14;1;0;1;13
2291;Fleur;Fairfax;F;2009-09-27;5;1;1;121
2292;Kimberly;Pepperdine;F;2010-03-20;4;1;1;61
2293;Dave;Sanders;M;2012-01-23;2;0;1;90
2294;Wesley;Bowes;M;2011-12-01;3;1;2;120
2295;Marta;Batt;F;2007-04-09;7;1;3;61
2296;Niles;Rollings;M;2008-08-09;6;1;2;52
2297;Melissa;Vessey;F;2011-09-27;3;1;2;65
2298;Paris;Worboys;M;2008-03-31;6;1;1;56
2299;Ronnie;Armitage;M;2009-02-07;5;1;2;26
2300;Colby;Kovachik;M;2011-05-23;3;1;0;126
2301;Don;Purves;M;2007-07-30;7;1;1;56
2302;Erika;Chesney;F;2010-12-07;4;1;1;49
2303;Ernest;Fearon;M;2010-10-16;4;1;0;60
2304;Conor;Keys;M;2010-10-17;4;1;1;80
2305;Israel;Geddes;M;2011-01-22;3;1;0;68
2306;Kian;Whitesides;M;2012-08-08;2;0;3;14
2307;Egbert;Flood;M;2011-07-19;3;1;1;62
2308;Becca;Haley;F;2008-01-26;6;1;0;113
2309;Wilhelm;Marchbank;M;2009-12-17;5;1;3;72
2310;Jasmine;Pilkey;F;2007-02-09;7;1;0;101
2311;Mitch;Greening;M;2008-10-10;6;1;3;28
2312;Curtley;Castle;M;2013-04-11;1;0;3;116
2313;Mandy;Houseman;F;2007-11-20;7;1;3;97
2314;Barry;Latham;M;2010-04-25;4;1;0;116
2315;Brielle;Nibbs;F;2012-02-19;2;0;3;123
2316;Clay;Collett;M;2013-12-11;1;0;3;70
2317;Archibald;Hoskins;M;2009-12-16;5;1;2;8
2318;Johnny;Huntsman;F;2007-01-30;7;1;2;89
2319;Lionel;Martin;M;2009-02-10;5;1;2;60
2320;Mario;Prickett;M;2008-08-17;6;1;3;72
2321;Lyle;Buck;M;2007-01-20;7;1;0;24
2322;Cody;Instone;M;2013-07-15;1;0;0;126
2323;Jonni;Rennie;M;2011-04-18;3;1;0;112
2324;Bobby;Earnshaw;F;2012-11-07;2;0;0;121
2325;Katy;Kettle;F;2007-04-18;7;1;1;5
2326;Perry;Coulson;M;2009-05-19;5;1;2;68
2327;Benn;Errington;M;2012-06-30;2;0;3;114
2328;Margie;Fulcher;F;2008-11-04;6;1;0;95
2329;Tracy;Acres;M;2010-07-21;4;1;3;2
2330;Karyne;Gibson;F;2010-03-12;4;1;0;113
2331;Heywood;Taylor-Johnson;M;2010-05-15;4;1;2;84
2332;Sibyl;Hefford;F;2013-08-11;1;0;1;39
2333;Nolan;Stansfeld;M;2013-05-21;1;0;2;112
2334;Sunngifu;Abbott;F;2007-10-03;7;1;2;37
2335;Hayden;Rayner;F;2012-11-15;2;0;1;35
2336;Renesmee;Price;F;2010-11-20;4;1;2;61
2337;Hugh;Barry;M;2011-06-12;3;1;3;30
2338;Lois;Kenny;F;2013-06-12;1;0;1;1
2339;Laurie;Walton;M;2009-02-09;5;1;0;102
2340;Amberley;Kinsey;F;2011-07-02;3;1;1;23
2341;Juno;Giffen;M;2009-09-22;5;1;2;38
2342;Zephaniah;Ainslie;M;2012-07-30;2;0;3;60
2343;Honor;Lane;F;2012-05-19;2;0;0;39
2344;Simon;Payton;M;2007-08-01;7;1;3;18
2345;Frances;Truss;F;2011-07-13;3;1;0;61
2346;Wilmon;Logan;M;2011-07-19;3;1;0;88
2347;Robert;Spurrier;M;2011-10-07;3;1;1;100
2348;Blake;Twort;F;2007-05-25;7;1;1;121
2349;Laura;Allbrook;F;2009-07-08;5;1;0;21
2350;Ivor;McSorley;M;2009-01-22;5;1;1;82
2351;Raife;West;M;2011-01-21;3;1;2;22
2352;Gage;McHatton;F;2012-10-05;2;0;0;13
2353;Donald;Gazzard;M;2011-09-06;3;1;3;8
2354;Rosalind;Parr;F;2012-05-01;2;0;2;23
2355;Randolph;Farthing;M;2010-03-07;4;1;0;12
2356;Juno;Minter;M;2007-03-26;7;1;1;106
2357;Karolyn;Bate;F;2012-11-23;2;0;1;121
2358;Petula;Penfold;F;2009-07-31;5;1;3;45
2359;Nadine;Oxenham;F;2010-03-23;4;1;3;55
2360;Avis;Slowey;F;2013-05-12;1;0;0;121
2361;Evelyn;Thicknesse;F;2011-02-16;3;1;0;49
2362;Carlene;Jephson;F;2008-10-07;6;1;3;77
2363;Aaron;Nihill;M;2008-09-24;6;0;2;34
2364;Wilber;Forbes;M;2013-10-12;1;0;0;112
2365;Bayard;Lucy;M;2011-03-10;3;1;2;30
2366;Abner;Nettlefold;M;2012-05-23;2;0;0;12
2367;Marcus;Akam;M;2010-08-28;4;1;2;104
2368;Carson;Bland;M;2013-05-19;1;0;2;112
2369;Hubert;Mollett;M;2012-05-25;2;0;2;68
2370;Isabella;Ruggles-Brise;F;2008-05-04;6;1;1;97
2371;Justine;Wallace;F;2011-02-17;3;1;0;17
2372;Iona;Neal;F;2010-05-08;4;1;0;73
2373;Jackie;Edge;F;2007-11-30;7;1;1;43
2374;Jayson;Bargeron;M;2007-12-21;7;1;2;10
2375;Kent;Wilson;M;2008-12-13;6;1;1;38
2376;Thor;Wadding;M;2013-08-26;1;0;0;84
2377;Erika;Lillard;F;2007-10-30;7;1;3;35
2378;Harry;McPherson;M;2011-01-09;3;1;2;110
2379;Jordan;Ultan;F;2013-08-01;1;0;2;121
2380;Charl;Digby;M;2013-10-17;1;0;1;80
2381;Alexandria;Coles;F;2008-02-26;6;1;2;39
2382;Colette;Squire;F;2007-10-03;7;1;2;5
2383;Gerard;MacDonald;M;2011-02-20;3;1;0;20
2384;Hannah;Whittemore;F;2012-04-09;2;0;0;61
2385;Sky;Vann;M;2009-01-26;5;1;1;4
2386;Gale;Busby;M;2013-10-14;1;0;3;90
2387;Rhonda;Kington;F;2007-01-02;7;1;1;83
2388;Sid;Ludlam;F;2007-01-28;7;1;3;103
2389;Carrie Anne;Reed;F;2009-06-30;5;1;3;73
2390;Jedediah;Witherow;M;2011-02-24;3;1;1;6
2391;Erin;Glancy;F;2013-06-06;1;0;1;71
2392;Frank;Titcombe;M;2007-12-23;7;0;1;12
2393;Julius;Barnardiston;M;2010-09-15;4;1;0;90
2394;Charley;Rateliff;F;2012-12-17;2;0;3;61
2395;Robin;Henville;F;2010-08-16;4;1;1;67
2396;Chas;Derwin;M;2012-05-04;2;0;3;56
2397;Leisha;Casey;F;2013-05-19;1;0;2;77
2398;Hester;Hardy;F;2011-07-13;3;1;3;27
2399;Samuel;Morden;M;2012-09-24;2;0;2;112
2400;Stetson;Bradford;M;2013-01-19;1;0;0;18
2401;Erika;Frith;F;2011-10-13;3;1;3;37
2402;Pepper;Ainger;F;2011-06-20;3;1;2;21
2403;Baron;Shairp;M;2008-01-29;6;1;2;18
2404;Faith;Lamoreaux;F;2010-02-20;4;1;2;39
2405;Teresa;Fryer;F;2011-03-19;3;1;1;123
2406;Vincent;Ottley;M;2007-10-07;7;1;2;120
2407;Archibald;Heseltine;M;2010-11-16;4;1;2;116
2408;Taran;Spalding;M;2008-12-23;6;1;3;114
2409;Baron;Tatro;M;2008-01-14;6;1;1;24
2410;Elaine;Glover;F;2009-12-31;5;1;3;53
2411;Fiona;Springford;F;2009-12-29;5;1;0;97
2412;Hero;Sweet-Escott;F;2011-01-13;3;1;1;19
2413;Colby;Dicks;M;2010-11-04;4;1;0;100
2414;Elora;Docwra;F;2010-03-07;4;1;3;79
2415;Jessie;Lamb;F;2009-08-28;5;1;3;85
2416;Gabriel;Dyson;M;2011-11-19;3;1;0;122
2417;Liza;Jinkins;F;2011-02-23;3;1;0;51
2418;Mario;Higgins;M;2009-08-24;5;1;3;64
2419;Serena;Jowett;F;2010-07-20;4;1;1;81
2420;Daphne;Heatherly;F;2013-03-21;1;0;1;7
2421;Herman;Barnfather;M;2009-12-08;5;1;2;86
2422;Rick;Wren-Lewis;M;2012-06-20;2;0;2;42
2423;Joe;Haigh;M;2009-01-27;5;1;2;44
2424;Rendell;Walters;M;2007-06-23;7;1;0;110
2425;Deanne;Conlee;F;2007-06-15;7;1;3;49
2426;Waverly;Freeland;M;2007-07-16;7;1;0;88
2427;Logan;Allan;M;2013-05-09;1;0;1;80
2428;Kian;Plummer;M;2013-06-27;1;0;3;72
2429;Estelle;Oxenham;F;2013-03-11;1;0;3;79
2430;Jonathan;Girtz;M;2012-03-25;2;0;0;100
2431;Sharlene;Kenny;F;2011-02-23;3;1;1;11
2432;Dom;Gunn;M;2007-04-28;7;1;2;34
2433;Wilson;Dines;M;2007-04-03;7;1;0;32
2434;Adele;Reckord;F;2007-07-25;7;1;0;25
2435;Moira;Liddell;F;2010-10-08;4;1;1;49
2436;Reba;Morehouse;F;2007-12-05;7;1;1;65
2437;Sherry;Ledger;F;2007-05-17;7;1;3;83
2438;Max;Danahy;M;2010-03-14;4;1;3;26
2439;Cosmo;Yeldham;M;2008-01-22;6;1;3;18
2440;Charli;Knott;F;2007-04-10;7;1;1;101
2441;Opal;Stewart;F;2013-08-30;1;0;0;45
2442;Gertrude;Dobb;F;2011-11-30;3;1;0;3
2443;Wilson;O'Connell;M;2011-02-20;3;1;0;86
2444;Lara;Brickey;F;2009-07-14;5;1;3;83
2445;Patrick;Anson;M;2012-07-28;2;0;3;6
2446;Alex;Cheesman;M;2013-05-28;1;0;2;26
2447;Sylvester;Burwick;M;2007-08-18;7;1;2;92
2448;Linus;Dane;M;2011-09-23;3;1;1;30
2449;Willow;Lum;F;2013-10-06;1;0;3;79
2450;Al;Chew;M;2009-05-11;5;1;1;96
2451;Poppy;Tritton;F;2011-06-22;3;1;3;27
2452;Blake;Robertson;F;2011-03-06;3;1;0;63
2453;Gerry;Carr;M;2009-02-06;5;1;3;82
2454;Woodruff;Ogle;M;2009-06-22;5;1;3;68
2455;Ella;Pollard;F;2011-03-12;3;1;0;9
2456;Karyn;Lambert;F;2011-08-22;3;1;0;27
2457;Devon;Verey;F;2013-04-16;1;0;0;19
2458;Bramwell;Barton;M;2012-02-10;2;0;0;64
2459;Hester;Linfield;F;2013-05-03;1;0;2;47
2460;Candy;Monk;F;2012-11-06;2;0;1;55
2461;Tara;Bevan;F;2009-08-26;5;1;2;5
2462;Bob;Jordison;M;2012-01-10;2;0;2;0
2463;Lila;Benstock;F;2009-10-31;5;1;1;81
2464;Kirk;Horler;M;2012-03-24;2;0;1;16
2465;Syd;Bridge;M;2013-01-19;1;0;1;18
2466;Clayton;Staggers;M;2010-05-09;4;1;1;74
