id;name;surname;gender;date_of_birth;year;hogsmeade_consent;house_id;dormitory_id
481;Gabriel;Hawksley;M;2011-11-06;3;0;1;29
482;Laidman;Higham;M;2011-12-04;3;1;2;57
483;Johnson;McKercher;M;2008-02-04;6;1;0;10
484;Dirk;Hayday;M;2007-04-16;7;1;0;12
485;Zane;Daly;M;2008-12-19;6;1;0;10
486;Robbie;Fendley;M;2007-09-10;7;1;2;64
487;Rufus;Hollingworth;M;2007-12-14;7;0;2;64
488;Hunter;Paget;F;2011-09-20;3;1;3;96
489;Karyn;Strahorn;F;2009-06-30;5;1;1;48
490;Jaime;Percival;M;2008-04-14;6;1;3;91
491;Dan;Sorey;M;2010-10-27;4;1;1;32
492;Chance;Rutter;M;2010-02-22;4;1;3;88
493;Abby;Linnell;F;2011-06-02;3;1;1;44
494;Eldred;Logan;M;2012-05-03;2;0;3;85
495;Samson;Staines;M;2007-12-27;7;1;2;64
496;Ada;Leighton;F;2012-12-21;2;0;0;16
497;Gwendolen;Swinnerton;F;2012-10-11;2;0;0;16
498;Nathaniel;DeSanto;M;2011-07-29;3;1;3;87
499;January;Davenport;F;2013-10-23;1;0;1;40
500;Alexandria;Snook;F;2008-08-11;6;1;3;101
501;Bianca;Edmondson;F;2012-05-08;2;0;3;95
502;Ace;Thompson;M;2007-08-24;7;1;3;92
503;Randy;Lively;M;2012-11-03;2;0;0;1
504;Teddy;Leighton;M;2010-01-06;4;1;1;32
505;Frances;Earnshaw;F;2012-12-18;2;0;2;68
506;Angie;Arch;F;2010-06-29;4;1;2;72
507;Annette;Street;F;2011-11-12;3;1;0;17
508;Mindi;Holder;F;2009-05-27;5;1;3;100
509;Jill;Lloyd;F;2013-04-04;1;0;0;15
510;Joanna;Noyce;F;2008-12-02;6;1;2;76
511;Laurie;Randel;F;2008-06-28;6;1;1;51
512;Kalla;Sproson;F;2008-06-04;6;1;0;21
513;Trisha;Rudner;F;2008-04-12;6;1;1;51
514;Ivor;Timmins;M;2012-09-05;2;0;3;84
515;Benn;Luckham;M;2010-07-31;4;1;0;5
516;Bridger;Lewis;M;2007-10-28;7;1;3;92
517;Maddox;Bond;M;2007-06-01;7;1;0;11
518;August;Mallinson;M;2013-08-15;1;0;1;26
519;Blossom;Jenkinson;F;2011-10-22;3;1;0;17
520;Clare;Beere;M;2009-05-07;5;1;3;90
521;Goldie;Thubron;F;2011-09-10;3;1;3;96
522;Helene;Clewer;F;2011-10-27;3;1;0;17
523;Thor;McCluskey;M;2008-05-01;6;1;1;36
524;Jessie;Wolryche;F;2007-02-23;7;1;1;52
525;Darvin;Aimson;M;2009-03-04;5;1;1;33
526;Kane;Boakye-Yiadom;M;2008-09-30;6;1;3;91
527;Joy;Hodgson;F;2012-01-04;2;0;2;68
528;Melvin;Northcraft;M;2009-01-26;5;1;2;61
529;Basil;Alden;M;2010-09-27;4;1;2;59
530;Seth;Powel;M;2011-10-08;3;1;1;29
531;Naomi;Rainford;F;2011-04-03;3;1;3;96
532;Maynard;Adkinson;M;2011-01-23;3;1;0;2
533;Jamie;Levett;M;2011-09-16;3;1;2;57
534;Liza;Huxtable;F;2007-06-24;7;1;1;52
535;Hunter;Johnstone;F;2013-05-14;1;0;0;13
536;Primrose;Redner;F;2007-08-05;7;1;0;23
537;Bertha;Young;F;2010-10-15;4;1;1;46
538;Rudolph;Topping;M;2009-01-10;5;1;1;33
539;Lindsay;Bone;M;2013-05-04;1;0;2;54
540;Iggy;Seton-Watson;M;2010-12-05;4;1;1;30
541;Melvyn;Lord;M;2008-04-06;6;1;0;10
542;Jayce;Christie;M;2007-05-01;7;1;2;64
543;Serena;Minogue;F;2010-07-14;4;1;2;72
544;Jayda;Instone;F;2011-08-08;3;1;1;44
545;Conway;Gray;M;2010-10-16;4;1;1;31
546;Olivia;Albin;F;2010-09-09;4;1;1;46
547;Everett;Yeary;M;2011-04-16;3;1;0;3
548;Walter;Gusfield;M;2011-12-01;3;1;0;2
549;Shaun;Page;M;2009-03-18;5;1;3;90
550;Ralph;Dearborn;M;2008-06-27;6;1;3;91
551;Merle;Holness;M;2013-06-22;1;0;1;27
552;Demetria;Gibbs;F;2011-11-14;3;1;1;44
553;Bernie;Cameron;M;2007-12-16;7;1;1;39
554;Cody;Litteljohn;F;2009-09-09;5;1;0;19
555;Jonah;Battiste;M;2008-12-29;6;1;1;36
556;Darla;Cockerell;F;2013-05-06;1;0;0;15
557;Vera;Vernon;F;2010-08-24;4;1;0;18
558;Rick;Crawford;M;2008-12-01;6;1;2;63
559;Loraine;Goring;F;2013-10-09;1;0;2;67
560;Dexter;Querrey;M;2007-12-06;7;0;1;37
561;Maria;Tuxworth;F;2010-05-22;4;1;1;47
562;Cole;Spalding;M;2008-02-12;6;1;1;36
563;Kim;Beavers;M;2010-12-22;4;1;0;4
564;Myrna;Stroud;F;2011-11-28;3;1;2;69
565;Jan;Malgham;M;2012-03-09;2;0;1;28
566;Mitch;Crofts;M;2010-08-18;4;1;2;59
567;Christy;Rainford;F;2012-02-11;2;0;0;16
568;Ephrem;Tiger;M;2009-08-28;5;1;2;61
569;Lilibeth;Collison;F;2012-12-28;2;0;1;42
570;Dana;Hassell;M;2012-03-05;2;0;0;1
571;Liliana;Cusden;F;2007-09-26;7;1;1;52
572;Gwendoline;Adley;F;2012-12-15;2;0;2;68
573;Rhett;Brennan;M;2013-12-11;1;0;1;26
574;Cade;Dearborn;M;2007-06-21;7;1;0;12
575;Millicent;Firestone;F;2012-05-16;2;0;3;95
576;Valentine;Holmes;M;2010-05-18;4;1;1;31
577;Bryony;Cunningham;F;2010-12-04;4;1;3;98
578;Christi;Walker;F;2012-06-05;2;0;1;42
579;Nancy;Glover;F;2008-12-10;6;0;0;22
580;Miley;Holliday;F;2008-01-17;6;1;0;22
581;Virginia;Collison;F;2011-02-10;3;1;0;17
582;Dicky;Nicholas;M;2013-09-11;1;0;0;0
583;Milward;Childs;M;2012-10-23;2;0;0;1
584;Ernie;Slade;M;2012-07-22;2;0;3;84
585;Chloe;McKercher;F;2007-11-15;7;1;1;52
586;Linus;Lennon;M;2013-04-28;1;0;2;55
587;Beresford;Mayo;M;2011-10-28;3;1;1;29
588;Beverly;Iverson;F;2010-02-12;4;1;2;71
589;Storm;Short;M;2011-11-16;3;1;2;57
590;Lizzie;Edwin;F;2010-06-23;4;1;2;72
591;Jodie;Spratt;F;2012-02-26;2;0;3;95
592;Ross;Tincknell;M;2009-08-01;5;1;0;7
593;Madelaine;Palmerston;F;2012-11-15;2;0;1;42
594;Grace;Lofton;F;2009-09-06;5;1;2;75
595;Jaynie;Blakley;F;2010-11-09;4;1;2;71
596;Myron;Spittle;M;2007-08-17;7;1;1;38
597;Shirley;Thirdkill;F;2013-05-29;1;0;3;93
598;Sierra;Clapham;F;2012-07-28;2;0;3;95
599;Ace;West;M;2013-10-03;1;0;0;0
600;Wells;Jefferies;M;2010-06-20;4;1;2;59
601;Jamie;Law;F;2010-03-26;4;1;2;72
602;Ursula;Roylance;F;2012-04-09;2;0;1;43
603;Felix;Shoemaker;M;2011-11-10;3;1;2;58
604;Kyle;Bertles;M;2013-04-14;1;0;0;0
605;Winifred;Dugdale;F;2012-12-21;2;0;2;68
606;Colin;Vince;M;2008-09-02;6;0;0;9
607;Peleg;Newey;M;2013-05-24;1;0;1;27
608;Cary;Pendelton;F;2009-12-07;5;1;3;100
609;Jenna;Bruce;F;2013-03-28;1;0;1;40
610;Marta;Hancox;F;2008-02-11;6;1;2;77
611;Angel;Butcher;F;2010-05-22;4;0;1;46
612;Alison;Price;M;2009-01-29;5;1;1;33
613;Jessie;Qualls;F;2013-03-27;1;0;1;40
614;Gareth;Sparks;M;2012-11-24;2;0;1;28
615;Courtney;Liddell;M;2008-07-25;6;1;2;62
616;Raife;Poole;M;2012-07-12;2;0;0;1
617;Vinny;Woolf;M;2012-03-18;2;0;0;1
618;Marcus;Lewis;M;2008-10-31;6;1;3;91
619;Larry;Popham;M;2013-09-30;1;0;1;26
620;Heath;Yerburgh;M;2010-10-30;4;1;1;31
621;Ray;Edwin;M;2011-07-13;3;1;0;2
622;Mayola;Hole;F;2013-01-23;1;0;2;66
623;Hugo;Meriweather;M;2010-03-22;4;1;3;89
624;Cheryl;Proudfoot;F;2009-04-04;5;1;2;75
625;Mason;Boote;M;2007-08-09;7;1;0;12
626;Althea;Tinling;F;2013-10-01;1;0;1;40
627;Tommie;Hewson;M;2012-11-04;2;0;3;85
628;Sean;Chilton;M;2011-08-25;3;1;3;87
629;Liliana;Gregg;F;2013-11-11;1;0;0;14
630;Adora;McGann;F;2011-12-30;3;1;1;44
631;Bernie;Corrie;M;2011-07-11;3;1;1;29
632;Humphrey;Benedict;M;2008-08-24;6;0;1;36
633;Charly;Acheson;F;2013-09-02;1;0;3;93
634;Adel;Broadbridge;M;2012-04-25;2;0;2;56
635;Netty;Redish;F;2008-09-03;6;1;0;21
636;Medea;Riehle;F;2009-02-15;5;1;3;100
637;Emanuel;Ryan;M;2008-09-04;6;1;2;63
638;Venus;Reiner;F;2007-10-28;7;1;1;52
639;Lorna;Cousins;F;2010-02-10;4;1;0;18
640;Henry;Glenister;M;2009-02-17;5;1;2;61
641;Dennis;O'Reilly;M;2012-03-01;2;0;0;1
642;Simone;McTavish;F;2008-10-26;6;1;2;76
643;Stanley;Spicer;M;2012-01-12;2;0;1;28
644;Spencer;Lockwood;M;2010-11-07;4;1;2;59
645;Tobias;Greenall;M;2011-02-05;3;1;0;2
646;Dottie;Anstey;F;2011-08-25;3;1;3;96
647;Sarah;Pipes;F;2013-12-09;1;0;3;93
648;Kaden;Coppinger;M;2013-04-26;1;0;2;54
649;Charle;Hazeldine;F;2009-05-25;5;1;3;100
650;Adora;Coberly;F;2011-04-08;3;1;2;70
651;Ritchie;Cheatham;M;2011-02-12;3;1;0;3
652;Leopold;Bull;M;2009-07-01;5;1;3;90
653;Clyde;Docwra;M;2011-08-25;3;1;1;29
654;Lavender;Tincknell;F;2008-03-10;6;1;1;50
655;Carmelita;Watt;F;2008-04-03;6;1;3;102
656;Gunnar;Fulcher;M;2008-05-05;6;1;2;62
657;Aileen;Phipson;F;2011-11-03;3;1;0;17
658;Reese;Bedford;M;2007-11-10;7;1;2;64
659;Karly;Beard;F;2013-07-07;1;0;2;65
660;Reese;Lowe;M;2011-01-21;3;1;3;86
661;Eudora;Hixson;F;2008-08-03;6;1;2;76
662;Nettie;Finn;F;2008-01-09;6;1;2;77
663;Darvin;Paulson;M;2010-09-10;4;1;1;32
664;Clyde;Hector;M;2012-07-31;2;0;3;84
665;Karrie;Crosby;F;2009-07-02;5;1;0;19
666;Eleanor;O'Dell;F;2011-05-29;3;1;0;17
667;Rhoda;Yeager;F;2013-01-20;1;0;3;93
668;Fleur;Laidman;F;2010-06-12;4;1;3;98
669;Oscar;Haycocks;M;2013-02-01;1;0;0;0
670;Grover;Lolley;M;2012-05-23;2;0;0;1
671;Jackie;Hampson;F;2007-09-19;7;1;2;79
672;Alfred;Hose;M;2010-03-13;4;1;3;89
673;Noah;Sergeant;M;2012-03-16;2;0;3;84
674;Jayce;Nicholas;M;2011-08-28;3;1;1;29
675;Clover;Cousins;F;2011-08-01;3;1;0;17
676;Roman;Armon;M;2013-08-15;1;0;0;0
677;Gordon;Cowell;M;2007-08-24;7;1;0;12
678;Marta;McCauley;F;2010-01-06;4;1;1;46
679;Helen;MacCloud;F;2010-06-11;4;1;3;97
680;Christopher;Allyson;M;2013-07-09;1;0;3;81
681;Adrian;Knickerbocker;M;2007-12-13;7;1;3;92
682;Sophie;Leech;F;2008-06-21;6;1;1;51
683;Kristin;Sampson;F;2010-09-12;4;1;3;97
684;Frankie;Coombs;F;2010-07-07;4;1;2;71
685;Courtney;Coleman;F;2011-09-17;3;1;2;70
686;Eileen;Cain;F;2013-03-30;1;0;3;93
687;Babette;Drew;F;2007-05-24;7;1;0;23
688;Lori;Stembridge;F;2011-09-20;3;1;0;17
689;Sarina;Childress;F;2008-03-01;6;1;2;77
690;Tyler;Chippendale;M;2008-06-27;6;1;2;63
691;Erin;Peabody;F;2010-02-15;4;1;3;99
692;Vinny;Dodgson;M;2010-06-22;4;1;1;30
693;Loretta;Arnold;F;2009-11-11;5;1;2;73
694;Drew;Castle;F;2010-10-06;4;1;3;99
695;Sharlene;Huntington-Whiteley;F;2010-12-04;4;1;2;72
696;Davina;Fruean;F;2012-03-24;2;0;2;68
697;Arnaut;Dyal;M;2008-06-02;6;1;0;10
698;Alvin;Pointon;M;2011-07-04;3;1;1;29
699;Cathy;Rector;F;2013-01-08;1;0;2;65
700;Allan;Byers;M;2007-03-16;7;1;3;92
701;Helene;Gay;F;2007-12-26;7;1;2;80
702;Yvonne;Gough;F;2013-05-01;1;0;1;40
703;Sloane;Shown;M;2007-06-19;7;1;0;11
704;Darell;Petric;M;2009-04-14;5;1;2;61
705;Ginny;Gibbon;F;2012-03-06;2;0;1;42
706;Winnie;Henville;F;2012-04-07;2;0;1;42
707;Charla;Sibley;F;2010-08-20;4;1;1;47
708;Calla;Ginger;F;2009-01-14;5;1;0;20
709;Arabella;Shersby;F;2009-10-11;5;1;2;73
710;Barbara;Alger;F;2008-12-02;6;1;3;102
711;Krista;Durbridge;F;2012-04-12;2;0;2;68
712;Garth;Groom;M;2008-02-13;6;1;0;9
713;Diane;Eyman;F;2007-02-18;7;1;1;52
714;Hugh;Medwin;M;2013-06-01;1;0;0;0
715;Sid;Keys;M;2010-02-09;4;1;2;59
716;Chuck;Wilmut;M;2011-08-01;3;1;0;2
717;Troy;Homewood;M;2012-09-03;2;0;3;85
718;Dulcie;Farlow;F;2010-08-23;4;1;0;18
719;Paula;McHugh;F;2009-05-08;5;1;3;100
720;Lotty;Scaife;F;2011-04-20;3;1;0;17
721;Leonard;Whittemore;M;2011-04-20;3;1;0;3
722;Saul;Portman;M;2008-11-22;6;1;3;91
723;Wilf;Murphy;M;2007-05-04;7;1;2;64
724;Ebenezer;Hargreaves;M;2011-11-11;3;1;3;87
725;Newt;Acres;M;2013-10-15;1;0;1;26
726;Lettice;Barr;F;2008-08-12;6;1;1;50
727;Roderick;Slowey;M;2008-02-11;6;1;1;35
728;Otis;Palmer-Tomkinson;M;2011-09-02;3;1;0;2
729;Evelyn;Lovejoy;M;2009-10-16;5;1;2;60
730;Kane;Treadwell;M;2013-06-07;1;0;0;0
731;Curtis;Brewill;M;2007-10-17;7;0;2;64
732;Angela;Mollison;F;2009-11-25;5;1;3;100
733;Horatio;Brailsford;M;2011-11-21;3;1;2;58
734;Raleigh;Penland;M;2008-01-15;6;1;0;9
735;Millicent;Dobson;F;2012-01-16;2;0;1;43
736;Carina;Nicholl;F;2009-07-15;5;1;3;100
737;Cara;Rayner;F;2011-06-03;3;0;3;96
738;Carolina;Compton;F;2007-10-15;7;1;0;24
739;Kian;Dudley;M;2009-10-14;5;1;0;6
740;Tyra;Ingpen;F;2009-09-30;5;1;1;49
741;Josephine;Inglis;F;2013-09-29;1;0;1;40
742;Brenda;Ogden;F;2012-12-04;2;0;0;16
743;Tim;Humphrys;M;2007-12-05;7;1;1;38
744;Desmond;Holbrook;M;2007-08-10;7;1;0;12
745;Paddy;Robertson;F;2011-05-31;3;1;0;17
746;Sam;McBeth;M;2008-06-16;6;1;1;35
747;Baron;Littlepage;M;2008-09-22;6;1;1;36
748;Obadiah;Randel;M;2010-03-08;4;1;2;59
749;Clayton;Bostick;M;2010-05-23;4;1;3;89
750;Eli;Dewing;M;2010-11-23;4;1;0;5
751;Janet;Appleby;F;2007-03-24;7;1;3;104
752;Preston;Benge;M;2008-03-26;6;1;3;91
753;Susanna;Earnshaw;F;2009-03-30;5;1;2;73
754;Posy;Palmerston;M;2011-07-12;3;1;2;57
755;Scarlett;McLennan;F;2011-02-10;3;1;2;69
756;Alaina;Dawsey;F;2009-01-08;5;1;2;75
757;Bradley;Pickard-Cambridge;M;2009-12-26;5;1;3;90
758;Pansy;Brackenbury;F;2012-03-16;2;0;1;42
759;Clare;Medford;F;2013-12-16;1;0;2;67
760;Ealdgyth;Teresi;F;2009-07-06;5;1;2;74
761;Harris;Ineson;M;2008-01-26;6;1;0;10
762;Gage;Skelton;F;2012-01-17;2;0;3;94
763;Lyle;Atkin;M;2008-02-09;6;1;3;91
764;Cosmo;Richmond;M;2008-01-27;6;1;2;63
765;Katie;Cawley;F;2013-12-19;1;0;2;65
766;Harwood;Watt;M;2009-07-14;5;1;2;60
767;Willard;McKey;M;2013-05-01;1;0;0;0
768;Celinda;Bannerman;F;2013-03-15;1;0;3;93
769;Lauren;Herdman;F;2007-07-31;7;1;3;103
770;Francie;Clarkson;F;2007-11-06;7;1;0;24
771;Brielle;Teasley;F;2011-08-24;3;1;0;17
772;Marlene;Quilley;F;2012-03-26;2;0;2;68
773;Frederic;Maddux;M;2012-08-16;2;0;3;85
774;Magnolia;Bennett;F;2008-07-19;6;1;1;50
775;Shaun;Inglis;M;2011-12-01;3;1;0;3
776;Perry;Adlington;M;2011-02-21;3;1;0;3
777;Cassidy;McPartland;F;2013-05-29;1;0;1;40
778;Gail;Jacobs;F;2008-09-23;6;0;0;22
779;Luther;McCluskey;M;2010-12-10;4;1;0;4
780;Katey;Wren;F;2012-04-09;2;0;0;16
781;Skyler;Dowdall;M;2007-12-10;7;1;3;92
782;Keith;Tibbals;M;2011-07-17;3;1;1;29
783;Angelina;Colwell;F;2012-03-05;2;0;2;68
784;Beau;Twyman;F;2012-02-04;2;0;2;68
785;Jody;Parkinson;F;2012-10-28;2;0;2;68
786;Mindi;Fesperman;F;2008-08-15;6;1;2;76
787;Jane;Durant;F;2010-07-08;4;1;1;47
788;Carly;Truman;F;2011-07-30;3;1;2;70
789;Delaney;Petrich;F;2013-09-22;1;0;1;40
790;Cody;Tazewell;F;2011-02-01;3;0;0;17
791;Armand;Bright;M;2008-03-06;6;1;0;10
792;Kristen;Herbertson;F;2007-11-11;7;1;1;52
793;Montgomery;Amory;M;2010-07-22;4;1;1;32
794;Angella;Cok;F;2009-07-20;5;1;1;48
795;Blanche;Luckham;F;2013-08-27;1;0;0;13
796;Buddy;Fryer;M;2010-08-24;4;1;3;88
797;Cary;Corbett;F;2009-03-23;5;1;2;75
798;Merle;Slim;F;2010-12-10;4;1;0;18
799;Emery;Letchford;M;2013-01-22;1;0;2;55
800;Marquise;Fish;M;2008-05-04;6;1;3;91
801;Hector;Birtwistle;M;2013-05-27;1;0;2;54
802;Roualeyn;Dimbleby;M;2013-12-24;1;0;1;26
803;Theo;Clairmont;M;2008-07-05;6;1;1;35
804;Frederica;Gundy;F;2013-11-16;1;0;3;93
805;Horatio;Whittemore;M;2009-03-29;5;1;0;7
806;Casey;Petrich;M;2009-03-11;5;1;2;60
807;Alexa;Cowie;F;2009-08-06;5;1;1;48
808;Kay;Gregg;F;2012-12-25;2;0;1;42
809;Emerald;Heslop-Harrison;F;2013-04-10;1;0;0;14
810;Edgar;Critchell;M;2012-07-02;2;0;2;56
811;Archie;Fryer;M;2011-12-08;3;1;1;29
812;Patty;Launchbury;F;2013-05-15;1;0;2;67
813;Bud;Claydon;M;2012-08-25;2;0;1;28
814;Sky;Lawyer;M;2012-03-13;2;0;0;1
815;Thomas;Bradbury;M;2008-08-06;6;1;1;35
816;Derek;Holland;M;2013-01-03;1;0;0;0
817;Harwood;Waddilove;M;2007-09-23;7;1;0;11
818;Cecilia;Trevanion;F;2008-02-26;6;1;1;50
819;Reginald;Legge;M;2007-12-29;7;1;0;12
820;Aaron;Ogden;M;2012-12-14;2;0;2;56
821;Violet;Mayne;F;2011-08-14;3;1;3;96
822;Caden;McNair-Wilson;F;2011-12-06;3;1;3;96
823;Reynold;Bettney;M;2007-06-27;7;1;3;92
824;Sharla;Webber;F;2007-12-13;7;1;0;23
825;Coral;Randel;F;2007-02-26;7;0;1;52
826;Armand;Alan;M;2010-02-06;4;1;3;88
827;Pearl;Needham;F;2008-10-14;6;1;0;21
828;Spring;Robertshaw;F;2007-08-18;7;0;1;52
829;Narcissa;Thirdkill;F;2009-03-15;5;1;2;75
830;Bobby;Clutton-Brock;M;2010-09-09;4;1;0;5
831;Rick;Gough;M;2010-05-07;4;1;0;5
832;Riley;Maguire;M;2009-07-01;5;1;1;34
833;Alistair;Wills;M;2009-09-07;5;1;1;34
834;Alaina;Busby;F;2007-06-01;7;1;3;103
835;Carmelita;Cheatham;F;2010-05-22;4;1;0;18
836;Heidi;Brabin;F;2013-02-08;1;0;0;14
837;Charly;Applegate;F;2012-07-22;2;0;1;43
838;Phoebe;Lines;F;2009-10-25;5;1;1;49
839;Jace;Birdsong;M;2008-10-13;6;1;2;63
840;Rhoda;Rylance;F;2009-04-16;5;0;3;100
841;Timmy;Huckabee;M;2013-08-15;1;0;2;54
842;Demi;Berkeley;F;2012-10-30;2;0;2;68
843;Stuart;Toner;M;2013-05-28;1;0;2;53
844;Melody;Lovejoy;F;2013-03-08;1;0;0;13
845;Gertie;Beech;F;2012-10-09;2;0;0;16
846;Ethan;Radcliffe;M;2012-05-31;2;0;0;1
847;Maxine;Ottewill;F;2011-04-24;3;1;0;17
848;Marvin;Horniman;M;2007-03-08;7;1;0;11
849;Russell;Latham;M;2011-04-04;3;1;3;87
850;Sandy;Quek;F;2012-02-14;2;0;0;16
851;Abby;Brewster;F;2010-07-29;4;1;3;97
852;Alberta;Talbot;F;2012-04-04;2;0;3;95
853;Job;Hilliam;M;2010-12-02;4;1;1;31
854;Shirley;Fielden;F;2007-03-30;7;1;3;103
855;Cosmo;Hastings;M;2008-09-15;6;1;2;62
856;Rufus;Maynard;M;2008-06-13;6;1;1;36
857;Jason;Kovacec;M;2011-04-05;3;1;1;29
858;Jessie;Simon;F;2013-12-21;1;0;0;13
859;Swaine;Lader;M;2009-06-16;5;1;0;8
860;Paige;Day;F;2011-12-17;3;1;0;17
861;Jackson;Summerhayes;M;2011-10-02;3;0;2;58
862;Brenda;Duddridge;F;2010-10-28;4;1;3;99
863;Aleana;Overstreet;F;2009-04-10;5;0;1;48
864;Jane;Hebb;F;2007-10-30;7;0;0;23
865;Canute;Stanley;M;2009-01-28;5;1;1;33
866;Karlee;Burwick;F;2009-01-08;5;1;3;100
867;Colman;Gayfer;M;2007-11-16;7;1;2;64
868;Nicola;Toop;F;2012-01-09;2;0;3;94
869;Celia;Squirrell;F;2010-09-07;4;1;3;98
870;Kaylee;Bronson;F;2008-02-21;6;1;0;22
871;Hodierna;Watt;F;2009-07-15;5;1;2;74
872;Carol;Linton;F;2009-04-25;5;1;3;100
873;Malachi;Worland;M;2009-01-30;5;1;2;60
874;Cyrus;Vail;M;2012-04-25;2;0;2;56
875;Cecilia;Arch;F;2010-09-23;4;1;0;18
876;Hodierna;Heslop-Harrison;F;2009-10-21;5;1;2;75
877;Mary;Marshall;F;2011-04-27;3;1;3;96
878;Terry;Bowater;M;2012-04-17;2;0;0;1
879;Clarence;Oatway;M;2013-04-13;1;0;1;26
880;Xander;Walden;M;2012-11-17;2;0;2;56
881;Aaron;Devoe;M;2013-06-06;1;0;0;0
882;Mila;Biswell;F;2010-10-30;4;1;2;72
883;Juliet;Langley;F;2007-01-10;7;1;3;104
884;Elisha;Maxse;F;2012-02-17;2;0;2;68
885;Carissa;Bruce;F;2007-07-11;7;1;0;23
886;Clare;Alcorn;M;2010-10-24;4;1;2;59
887;Lindsay;Provisor;M;2008-04-16;6;1;2;63
888;Eugene;Basford;M;2008-07-24;6;1;2;63
889;Emily;Randel;F;2011-04-24;3;1;1;44
890;Blair;Ogden;F;2010-08-02;4;1;0;18
891;Taran;Pritchard;M;2012-12-05;2;0;1;28
892;Chadwick;Cleveland;M;2010-06-13;4;1;1;31
893;Wilson;Stanfield;M;2013-01-27;1;0;1;26
894;Jaden;Smithies;M;2011-04-09;3;1;0;3
895;Brilliana;Empey;F;2013-10-09;1;0;3;93
896;Chris;Wyness;M;2011-04-15;3;1;3;86
897;Hank;Arliss;M;2009-10-23;5;1;3;90
898;Kaylee;Farwell;F;2013-05-13;1;0;3;93
899;Doug;Westgate;M;2012-03-23;2;0;1;28
900;Kenny;Iverson;M;2009-10-16;5;1;3;90
901;Wally;MacDonald;M;2009-11-11;5;1;3;90
902;Abraham;Collinson;M;2010-11-17;4;1;3;89
903;Barb;Sidney;F;2007-04-24;7;1;2;79
904;Noah;Squirrell;M;2011-12-29;3;1;3;86
905;Enid;Giles;F;2008-11-29;6;1;3;101
906;Doris;Merrington;F;2007-01-06;7;1;0;25
907;Stevland;Thompson;M;2010-03-24;4;1;2;59
908;Odette;Ewell;F;2009-09-13;5;1;1;48
909;Chara;Lemer;F;2011-08-01;3;1;1;44
910;Sandy;Greengard;F;2012-04-04;2;0;2;68
911;Cleve;Cherrington;M;2013-12-16;1;0;1;27
912;Julia;Hooker;F;2007-08-18;7;1;3;104
913;Nate;Avey;M;2010-07-22;4;1;2;59
914;Leon;Stanbury;M;2008-10-23;6;1;2;63
915;Benedict;Joy;M;2010-01-21;4;1;3;88
916;Deanna;Orme;F;2010-09-19;4;1;3;98
917;Tod;Penington;M;2007-08-14;7;0;1;38
918;Holly;Gardiner;F;2012-10-15;2;0;0;16
919;Miriam;Howes;F;2009-01-09;5;1;0;20
920;Victoria;Padden;F;2008-04-14;6;1;1;50
921;Hayden;Farwell;M;2012-12-11;2;0;3;85
922;Eileen;Capstick;F;2011-09-21;3;1;2;69
923;Herbert;Proudfoot;M;2007-07-27;7;1;0;12
924;Carl;Jacobson;M;2011-03-19;3;1;0;2
925;Gus;Foley;M;2013-09-21;1;0;0;0
926;Marjorie;Minhinnick;F;2012-07-06;2;0;3;94
927;Ev;Jordison;M;2007-11-24;7;1;0;12
928;Ralph;Kells;M;2013-05-12;1;0;2;54
929;Alexander;Wimshurst;M;2009-09-24;5;1;3;90
930;Bianca;Crawford;F;2009-05-17;5;1;3;100
931;Thaddeus;Lovely;M;2011-03-14;3;1;0;3
932;Tazewell;Yount;M;2010-06-02;4;1;1;31
933;Darlene;Leith;F;2013-11-11;1;0;2;67
934;Coraline;Walle;F;2012-11-06;2;0;2;68
935;Emily;Coleman;F;2008-03-20;6;1;3;102
936;Jerry;Hayes;M;2011-09-14;3;1;1;29
937;Evander;Jessop;M;2013-06-12;1;0;0;0
938;Ron;Burtt;M;2008-04-06;6;1;0;9
939;Carissa;McPartland;F;2012-03-13;2;0;0;16
940;Nena;Calder-Marshall;F;2007-08-21;7;1;3;103
941;Wesley;Wrinch;M;2012-03-27;2;0;0;1
942;Gerry;Teague;M;2013-03-19;1;0;3;82
943;Tom;Beasley;M;2010-09-16;4;1;2;59
944;Willard;Fleck;M;2009-05-19;5;1;3;90
945;Patsy;Bramley-Moore;F;2009-12-18;5;1;0;20
946;Gorden;Sappleton;M;2011-12-25;3;0;2;58
947;Flint;Griffith;M;2010-02-08;4;1;0;5
948;Danny;Saywell;M;2011-12-12;3;1;1;29
949;Adora;Goodway;F;2007-11-24;7;1;3;103
950;Kristen;Waite;F;2009-01-29;5;1;3;100
951;Andrea;Bethune;F;2010-08-14;4;1;2;72
952;Hayden;Lawson;M;2009-10-22;5;1;2;60
953;Frankie;Paynter;F;2007-12-01;7;1;3;103
954;Nathanael;South;M;2010-07-08;4;1;0;5
955;Quincy;Whitehouse;M;2012-03-27;2;0;0;1
956;Newt;Purdon;M;2010-09-15;4;1;3;88
957;Osbert;Pontifex;M;2007-02-02;7;0;0;12
958;Ritchie;Garside;M;2007-09-29;7;1;2;64
959;Joel;Thubron;M;2010-02-04;4;1;3;88
960;Erika;Pancake;F;2009-12-18;5;1;3;100
961;Gage;Appleby;M;2008-12-17;6;1;2;62
962;Diamond;Astley;F;2007-11-04;7;0;2;79
963;Sigmund;Mullen;M;2011-06-05;3;1;2;57
964;Leo;Barnett;M;2013-05-21;1;0;3;82
